V537__Vel            1 142.52115606 -51.62362502 274.38144013  -0.27596909  3.633  0.077  -4.3569  0.0551   4.0659  0.0581  0.0161  24.737  3.989
DP____Vel            1 142.56597487 -53.05867531 275.38449062  -1.30272442  3.363  0.071  -4.2730  0.0634   3.3471  0.0509  0.1178  36.193  7.340
DR____Vel            1 142.92069156 -49.65498936 273.22140053   1.33468530  2.038  0.067  -5.6906  0.0564   3.7099  0.0546  0.0598  31.492  7.927
FG____Vel            1 143.34884019 -52.75584569 275.52410853  -0.75945594  3.234  0.064  -4.9801  0.0490   3.8581  0.0492 -0.2129  11.781  3.116
T_____Ant            1 143.46187748 -36.61573658 264.53693250  11.12413472  3.020  0.113  -6.9689  0.0349   5.8500  0.0470  0.2152  27.510  4.448
OGLE-GD-CEP-0380     1 143.84201653 -53.74265197 276.40768242  -1.28898378  3.912  0.085  -4.4789  0.0884   3.1094  0.0916  0.0109  20.233 13.344
OGLE-GD-CEP-0381     1 143.86175129 -54.35950916 276.83093648  -1.73801486  5.926  0.153  -3.8684  0.0681   3.2143  0.0606  0.1286  42.162  2.984
OGLE-GD-CEP-0385     1 144.13747400 -52.36749395 275.61744063  -0.14958793  3.731  0.068  -5.4557  0.0542   3.1285  0.0450  0.2164  24.774  1.422
AE____Vel            1 144.21440653 -53.03277917 276.09684491  -0.61322645  2.303  0.054  -5.1115  0.0544   3.9569  0.0459  0.0551  14.330  7.294
J093942-4931.5       1 144.92368204 -49.52500797 274.09686571   2.30272471  2.875  0.077  -4.8679  0.0552   3.4468  0.0545 -0.1676  -7.609  1.782
OGLE-GD-CEP-0399     1 146.66790620 -55.18827234 278.59589263  -1.29848497  4.806  0.097  -4.2612  0.0754   3.0224  0.0688  0.0453  15.991  3.623
V850__Car            1 147.08272277 -57.81045022 280.45280261  -3.16545783  5.287  0.154  -4.1777  0.0521   3.9688  0.0528  0.1001  24.013  4.884
V690__Car            1 147.11167857 -58.01813600 280.59750903  -3.31544759  3.368  0.103  -6.2735  0.0701   4.0228  0.0737  0.2358  19.427 11.686
FN____Vel            0 147.17282595 -55.51952773 279.02854716  -1.36945854  2.174  0.045  -6.2559  0.0573   3.3032  0.0552  0.1756  14.953 10.204
OGLE-GD-CEP-0412     1 148.01595136 -51.99246769 277.18433702   1.67813524  8.241  0.309  -4.1802  0.0323   2.7961  0.0301  0.1688  91.886  5.746
OGLE-GD-CEP-0414     1 148.30896518 -55.09445226 279.26230758  -0.63174759  7.439  0.169  -3.9893  0.3799   2.5017  0.3430  0.3817  58.732  5.843
OGLE-GD-CEP-0416     1 148.35142300 -54.15266186 278.69369770   0.11942961  4.371  0.088  -4.6822  0.0599   3.6680  0.0559  0.0563  14.415  3.927
GX____Car            1 148.85895494 -58.42968889 281.57318026  -3.05675755  2.194  0.070  -5.5012  0.0544   2.6686  0.0504  0.3018  31.284  5.831
OGLE-GD-CEP-0422     1 149.07207832 -54.75241418 279.39423254  -0.09147275  5.182  0.107  -4.1414  0.0621   2.8255  0.0569  0.2420  43.623 11.813
OGLE-GD-CEP-0424     1 149.08015458 -54.72487645 279.38094796  -0.06690477  4.807  0.085  -4.2770  0.0576   2.3635  0.0522  0.1673  39.898  1.808
V397__Car            1 150.01532813 -66.27623281 286.85494778  -8.91183811  1.176  0.032  -5.4799  0.0521   2.3901  0.0498  0.0757  18.078  1.335
OGLE-GD-CEP-0436     1 151.06854984 -55.84199390 280.95824004  -0.27216333  3.532  0.074  -5.2527  0.1054   3.6165  0.0986  0.0606  12.508  3.824
V701__Car            1 152.30668356 -57.24258923 282.33209435  -1.00715538  2.257  0.054  -5.4341  0.1016   2.5473  0.0757  0.1040  19.048  3.732
J101016-5811.2       1 152.56699857 -58.18687615 282.99090794  -1.69796566  2.083  0.047  -6.1594  0.0488   3.7129  0.0453  0.1290   4.711  1.255
OGLE-GD-CEP-0447     1 152.60989869 -56.31421017 281.93221494  -0.15299136  3.754  0.082  -6.2229  0.1222   3.5095  0.1134  0.0657  22.106 10.576
V854__Car            1 152.65332175 -58.29636529 283.09110580  -1.76138301  2.535  0.060  -5.9644  0.0624   2.8962  0.0573  0.0593 -18.870 16.156
J101045-5009.6       1 152.68706339 -50.15948143 278.42522469   4.90793955  6.030  0.185  -4.6735  0.0518   3.1738  0.0498  0.0860  52.923  6.157
OGLE-GD-CEP-0457     1 153.04726674 -56.61195935 282.30078746  -0.25880579  4.769  0.139  -5.5267  0.1495   4.3770  0.1581  0.3204  24.284  6.510
OGLE-GD-CEP-0463     1 153.55936784 -59.26643011 284.03013216  -2.29133016  5.511  0.190  -5.7303  0.0497   3.3939  0.0462  0.1718  45.450  9.358
OGLE-GD-CEP-0467     1 153.75586122 -58.88203904 283.89713303  -1.91677858  4.611  0.142  -5.6601  0.0514   2.9015  0.0494  0.1767  28.551  4.726
CN____Car            1 153.88689357 -58.17443862 283.55683722  -1.29254437  2.877  0.076  -5.9056  0.0505   2.4565  0.0496  0.0916  -8.561  5.706
V708__Car            1 153.90780898 -59.55129053 284.33716846  -2.42726135  4.378  0.156  -6.2251  0.0779   3.3835  0.0797  0.1160   1.606  2.986
OGLE-GD-CEP-0472     1 154.26087223 -58.26749371 283.77226979  -1.25995996  3.865  0.090  -4.4963  0.0746   3.2173  0.0716 -0.0394  -5.001  4.387
OGLE-GD-CEP-0477     1 154.49107041 -57.78002406 283.60371809  -0.78658235  3.927  0.093  -5.3645  0.1092   3.1563  0.0988  0.0757  13.240 12.679
AB____Vel            1 154.96707587 -56.30977673 283.01207673   0.58404681  4.171  0.128  -5.7385  0.0544   2.5219  0.0468  0.2677  27.628  2.101
J102012-5900.3       1 155.04909099 -59.00450731 284.52076562  -1.64929998  2.965  0.062  -6.2809  0.0591   3.1702  0.0705  0.3342  -1.775 10.924
GZ____Car            1 155.08483163 -59.37660898 284.73925436  -1.95113542  2.314  0.056  -5.8578  0.0550   2.5781  0.0507  0.2545  -3.212  5.522
RY____Vel            1 155.17091345 -55.32138090 282.56886352   1.47492835  2.524  0.105  -6.9021  0.3063   4.1735  0.2834  0.1659  -3.225  2.622
AQ____Car            1 155.34567490 -61.07407592 285.77271161  -3.30480505  2.720  0.084  -6.3716  0.0583   3.9390  0.0578 -0.0593  -2.853  6.468
HS____Car            1 156.14238398 -59.53596287 285.27812960  -1.79571582  3.902  0.101  -6.7500  0.0555   3.7092  0.0571  0.1399   9.492 13.362
OGLE-GD-CEP-0503     1 156.20010448 -58.77205253 284.89673281  -1.13309385  4.898  0.109  -6.2058  0.0612   3.2426  0.0602  0.0342   8.082  2.844
J102558-5956.8       1 156.49252578 -59.94550480 285.64507648  -2.04940162  3.705  0.076  -6.3559  0.0557   3.4181  0.0523  0.0137   7.061  2.600
UW____Car            1 156.71193715 -59.66953231 285.59351141  -1.75668978  2.006  0.051  -7.3050  0.0516   3.5901  0.0495  0.2007  -1.075 14.139
OGLE-GD-CEP-0519     1 156.99901804 -57.17695499 284.41724776   0.44609558  3.476  0.065  -7.2627  0.0526   3.8635  0.0502  0.0811   8.250  3.703
OGLE-GD-CEP-0520     1 157.00157138 -59.82204897 285.79778171  -1.81026575  4.316  0.100  -6.3694  0.0483   3.0083  0.0459  0.2094  -0.114  1.528
YZ____Car            0 157.07013221 -59.35017857 285.58142503  -1.38944184  2.729  0.066  -6.6262  0.0526   2.2388  0.0514  0.2620  -4.088  3.975
UX____Car            1 157.29678845 -57.61339170 284.78108125   0.15652759  1.479  0.037  -7.0728  0.0573   2.2570  0.0543  0.1356  -4.072  4.880
OGLE-GD-CEP-0523     1 157.45945029 -59.60391903 285.88211458  -1.50399924  4.202  0.081  -5.8990  0.0484   2.7513  0.0476  0.1096  21.449  1.018
OGLE-GD-CEP-0524     1 157.50942941 -61.21803994 286.73618469  -2.87427600 10.811  0.696  -3.9786  0.0384   2.4045  0.0359  0.0373  60.526  9.804
J103052-5903.7       1 157.71506482 -59.06022367 285.71441861  -0.97061992  4.515  0.098  -5.4789  0.0530   2.4050  0.0521  0.0929  17.573  5.450
OGLE-GD-CEP-0531     1 157.80412352 -58.30382292 285.36705369  -0.29709301  4.871  0.117  -6.0197  0.0441   3.5155  0.0432  0.1089  20.380  4.551
CQ____Car            1 157.83373940 -59.98000555 286.23694082  -1.73005897  4.337  0.143  -5.6505  0.0520   2.9742  0.0501  0.2215  25.272  7.750
J103158-5814.7       1 157.99175744 -58.24495655 285.42190475  -0.19613778  2.484  0.052  -6.4678  0.0503   3.1870  0.0433  0.0374  29.512  3.150
CR____Car            1 158.22526518 -58.52099642 285.66743689  -0.37191715  4.740  0.105  -5.8748  0.0496   2.7692  0.0500  0.0885  31.061 10.768
Y_____Car            0 158.29513801 -58.49862285 285.68762458  -0.33416570  1.387  0.032  -9.0847  0.0614   2.2914  0.0662  0.2238 -16.750  3.107
AY____Car            1 158.63079032 -59.80853889 286.49515035  -1.37989656  3.490  0.098  -6.6986  0.0485   3.5670  0.0481  0.0152  18.226  9.312
CS____Car            1 158.65487068 -58.02290893 285.61212138   0.17220619  3.694  0.083  -6.2826  0.0514   3.5626  0.0515  0.0275  18.387  7.978
OGLE-GD-CEP-0546     1 159.02010257 -58.87159532 286.20047567  -0.46860145  3.248  0.075  -5.0146  0.1225   2.9602  0.1246  0.2059   7.747  3.461
XX____Vel            1 159.03578277 -56.04322629 284.80587226   1.99218432  3.176  0.161  -7.7395  0.0572   3.3880  0.0504  0.1373   9.557  6.069
OGLE-GD-CEP-0547     1 159.06148735 -58.42102422 285.99599119  -0.06652539  2.493  0.059  -5.3990  0.0874   2.1702  0.0935  0.1234  -7.486  4.366
CT____Car            0 159.23233125 -61.58130964 287.63259468  -2.77177067 10.084  0.466  -4.7685  0.0408   3.5681  0.0370  0.0427 102.520  6.009
J103920-5451.6       1 159.83373987 -54.85961147 284.61908571   3.24552091  3.267  0.116  -5.2547  0.0450   2.1325  0.0426  0.1967   7.560  3.798
HW____Car            1 159.83465089 -61.15243180 287.67442645  -2.25651076  2.642  0.078  -6.1688  0.0463   2.5214  0.0448 -0.0392 -12.217  4.393
OGLE-GD-CEP-0558     1 160.32382375 -58.94444057 286.82392652  -0.20422932  7.024  0.186  -5.1988  0.2588   2.3007  0.2249  0.1731  40.534 17.100
V720__Car            1 160.38167687 -59.94663789 287.32915331  -1.07028158  3.364  0.073  -5.3443  0.0460   2.6734  0.0494 -0.0587   7.712  1.562
OGLE-GD-CEP-0564     1 160.55347077 -59.65498626 287.26603219  -0.77271715  6.210  0.173  -4.7393  0.0798   2.5055  0.0764  0.0690  37.318  9.595
EY____Car            1 160.59590941 -61.16590130 288.00319297  -2.09190655  2.168  0.043  -6.2382  0.0436   3.1316  0.0443 -0.0975  11.421  6.306
OGLE-GD-CEP-0566     1 160.72436145 -61.02361046 287.99031537  -1.93719371  6.761  0.171  -5.3897  0.0433   2.3995  0.0413 -0.0185  28.394  7.907
J104300-6131.2       1 160.75018083 -61.52006908 288.23652600  -2.36857674  3.709  0.101  -6.1509  0.0496   2.2358  0.0524  0.0391   3.371  1.473
OGLE-GD-CEP-0568     1 160.82900891 -59.19155466 287.16985557  -0.29820198  4.413  0.172  -5.3295  0.0947   2.0173  0.0932  0.2724  -3.102  4.996
VY____Car            1 161.13616184 -57.56535764 286.54760203   1.21285177  1.858  0.075  -6.2134  0.0619   2.4858  0.0555  0.1984  23.708  7.126
SV____Vel            1 161.23472071 -56.28954270 285.99835195   2.36577160  2.276  0.088  -7.2057  0.0529   2.6712  0.0565  0.0957  11.353  4.567
SX____Car            1 161.52428669 -57.54752125 286.72362159   1.32556631  1.822  0.061  -6.3391  0.0647   3.0204  0.0626  0.1594  -0.940  7.837
OGLE-GD-CEP-0575     1 161.68640787 -60.26827448 288.05439337  -1.04905063  2.458  0.072  -5.5910  0.0562   2.3332  0.0613 -0.0431 -14.343  7.563
OGLE-GD-CEP-0579     1 162.08266405 -59.81234245 288.02143479  -0.55312232  4.066  0.087  -7.0801  0.0523   3.1513  0.0475  0.0769   7.456  2.323
FH____Car            1 162.09637260 -60.65394364 288.41079089  -1.29930089  5.427  0.148  -6.0733  0.0497   2.6379  0.0471 -0.0646  14.016  7.357
II____Car            1 162.20434784 -60.06304052 288.18971101  -0.74870336  6.347  0.297  -5.0257  0.0836   2.6682  0.0809  0.1475  28.970  8.265
OGLE-GD-CEP-0585     1 162.41866328 -58.99965708 287.80559288   0.24881882  7.766  0.201  -5.1702  0.0932   2.7692  0.0780 -0.0255  35.762  7.720
FI____Car            1 162.75755077 -58.59058526 287.77897412   0.69318067  4.860  0.170  -6.6310  0.0514   3.1213  0.0542  0.0571   7.124  6.501
WW____Car            1 162.89898540 -59.38499303 288.19807484   0.01439036  2.205  0.053  -5.5474  0.0444   2.4983  0.0441 -0.1035  -6.318 10.393
DY____Car            1 163.13667164 -60.52675386 288.81046029  -0.95658486  4.125  0.099  -7.1787  0.0462   3.0276  0.0428  0.0608 -11.673  4.877
OGLE-GD-CEP-0596     1 163.19321770 -59.74729466 288.49204398  -0.24456466  5.758  0.115  -6.1416  0.0459   2.8737  0.0490  0.0720  39.492  2.128
FZ____Car            1 163.50735775 -59.19967334 288.39539308   0.31757976  3.962  0.076  -7.1018  0.0416   3.0249  0.0433  0.1124   0.830  6.312
CC____Car            1 163.61189101 -61.34709961 289.37755110  -1.59283842  4.515  0.130  -4.7364  0.0489   1.6168  0.0379 -0.1969  22.069  3.992
IM____Car            1 163.78783536 -60.54772290 289.10774996  -0.83551217  4.190  0.102  -5.7276  0.0432   1.7533  0.0419  0.0806  -2.746  6.595
OGLE-GD-CEP-0604     1 163.80097745 -60.15841193 288.94526731  -0.48166439  6.390  0.164  -5.1951  0.0555   2.1532  0.0553  0.0076  32.256  8.353
OGLE-GD-CEP-0605     1 163.82158512 -60.56704389 289.13106401  -0.84576363  5.670  0.100  -5.6765  0.0355   2.5697  0.0336 -0.0429  20.563  3.658
IO____Car            1 164.10919478 -60.73267647 289.32959054  -0.93466476  5.553  0.123  -5.7163  0.0513   2.1529  0.0430  0.0298  26.913  2.867
XX____Car            1 164.28833805 -65.13474434 291.28801225  -4.87938001  3.524  0.150  -5.7172  0.0469   2.4538  0.0452 -0.1150 -11.381 17.357
U_____Car            1 164.45072691 -59.73217958 289.05702560   0.04280822  1.547  0.078  -5.9659  0.0483   2.1715  0.0477 -0.0413  18.101  4.533
CY____Car            1 164.46108042 -60.74208454 289.48925529  -0.86994893  2.255  0.050  -5.8612  0.0459   1.2248  0.0414 -0.0541   6.143  2.123
CF____Car            1 164.77043440 -60.27884192 289.43225626  -0.38566151  4.674  0.092  -5.7835  0.0423   2.0739  0.0382 -0.0384  18.338  6.847
V442__Car            1 164.80019186 -60.31178028 289.45944309  -0.40939510  5.975  0.132  -6.1291  0.0430   2.1965  0.0399  0.0484  21.113  9.084
GT____Car            1 164.85853157 -59.48638821 289.14080516   0.35257564  6.893  0.136  -5.0185  0.0410   1.7957  0.0383 -0.0020  17.015  1.887
FM____Car            1 165.10433909 -60.99318558 289.87884875  -0.96676049  6.360  0.163  -5.8099  0.0498   2.2854  0.0472 -0.1589  31.526  7.123
FN____Car            1 165.30988997 -60.11656099 289.60874830  -0.12668149  3.811  0.085  -7.8648  0.0466   2.9346  0.0398 -0.0309  -4.777  7.733
OGLE-GD-CEP-0617     1 165.39268686 -62.21022403 290.50616500  -2.01877465  7.520  0.220  -6.0114  0.0445   2.0208  0.0409 -0.1570  48.151  7.154
XY____Car            1 165.56688245 -64.26289331 291.42023503  -3.85897583  2.528  0.085  -5.1447  0.0457   3.1484  0.0406 -0.0278  -8.261  9.605
HK____Car            1 165.93830250 -60.64226377 290.10653793  -0.48028941  4.127  0.083  -5.4861  0.0467   1.6263  0.0452  0.1085   8.220  3.316
ER____Car            1 167.42134742 -58.83771516 290.08523884   1.47265392  1.096  0.041  -9.6899  0.0525   2.3501  0.0444 -0.2036 -20.556  3.935
GH____Car            1 167.68575434 -60.75027260 290.93599149  -0.24545923  2.551  0.060  -6.7073  0.0455   2.0761  0.0496  0.0973 -10.040  3.011
V898__Cen            1 167.83482740 -54.55700677 288.66488584   5.51823863  1.633  0.050  -7.7216  0.0579   1.8204  0.0583  0.2502 -12.714  4.118
IT____Car            1 168.04212518 -61.75486742 291.47266351  -1.11183570  1.538  0.037  -7.0625  0.0553   1.7104  0.0502 -0.0678 -18.782  2.013
GI____Car            1 168.50010994 -57.91090105 290.26226274   2.54391390  1.912  0.060  -8.0629  0.0579   1.5755  0.0530  0.0913 -22.103  2.005
FR____Car            1 168.58835996 -60.05291829 291.09020616   0.56770876  3.172  0.110  -4.5917  0.0581   1.5002  0.0482 -0.1572 -10.704  9.674
OGLE-GD-CEP-0646     1 169.12047538 -61.20396914 291.75024409  -0.41074379  6.363  0.172  -6.0747  0.0835   1.8771  0.0779  0.0462  36.009 13.465
OGLE-GD-CEP-0651     1 169.58944749 -59.23795835 291.27005049   1.50989460  8.550  0.303  -5.4746  0.0492   1.2094  0.0394 -0.0563  47.798  3.837
V1372_Cen            1 170.16292359 -61.83119771 292.43587634  -0.82364587  4.014  0.091  -5.3007  0.0394   1.3873  0.0349 -0.0063   0.168  8.554
AY____Cen            1 171.27392084 -60.73461202 292.57093796   0.38842604  1.665  0.039  -6.7117  0.0535   1.9933  0.0475 -0.1216 -11.394  9.970
AZ____Cen            1 171.30403919 -61.36914801 292.79233613  -0.20641161  1.885  0.038  -7.1620  0.0518   2.1743  0.0524 -0.0750  -7.303  1.665
OGLE-GD-CEP-0667     0 171.69650485 -58.81949990 292.15062033   2.26893241  9.450  0.312  -5.7712  0.0432   1.7792  0.0378  0.0091 117.721  4.677
V1048_Cen            1 172.17772185 -59.42869881 292.57875045   1.76989749  1.918  0.059  -5.0820  0.0416   1.3104  0.0419  0.0592 -30.152  5.609
OGLE-GD-CEP-0675     1 172.59503589 -62.43755237 293.70826395  -1.02629809  3.072  0.058  -7.1083  0.0473   2.0618  0.0433  0.0504 -48.512  2.350
V419__Cen            1 172.72674122 -56.89883483 292.06701361   4.26446249  2.094  0.062  -6.1833  0.0663   1.9113  0.0709 -0.1317 -22.517  1.450
OGLE-GD-CEP-0678     1 172.84734564 -60.58341199 293.25464717   0.77552226  9.819  0.373  -5.1968  0.0393   1.2015  0.0340  0.0744  77.356  2.508
LV____Cen            1 173.32409913 -63.24239982 294.26945429  -1.69244989  3.321  0.070  -6.0717  0.0491   1.5390  0.0437  0.0767 -18.198  5.128
IZ____Cen            1 175.33100212 -62.26475737 294.87422158  -0.49492931  2.933  0.060  -5.7054  0.0528   1.1598  0.0571  0.0108 -21.561  7.933
KK____Cen            1 175.70084190 -58.99338811 294.18068584   2.70725417  5.425  0.239  -6.4088  0.0500   1.7165  0.0536  0.1075 -10.739  3.564
RT____Mus            1 176.13693706 -67.30525033 296.53092127  -5.26852598  1.306  0.038  -6.7520  0.0508  -0.9425  0.0476  0.0105  -2.679  9.375
OGLE-GD-CEP-0700     1 176.63379599 -61.64099468 295.30482109   0.26589565  5.578  0.112  -6.5923  0.0495   1.1272  0.0390 -0.0120   5.286  4.284
V873__Cen            1 177.24570600 -62.42884395 295.77540991  -0.42806221  6.236  0.138  -6.5158  0.0544   1.1749  0.0486  0.1037   0.923  6.808
MS____Mus            1 177.33302027 -66.01072879 296.66945964  -3.89698029  1.943  0.055  -6.0306  0.0573   0.3426  0.0475  0.1637  -1.175  5.547
TZ____Mus            1 177.73501853 -65.14071235 296.62589450  -3.01230005  3.461  0.115  -6.0205  0.0565   1.4314  0.0509  0.2286 -25.694  7.399
UU____Mus            1 178.07378275 -65.40418211 296.82469806  -3.23611027  3.306  0.135  -5.9134  0.0419   0.3283  0.0382  0.0554 -23.763  4.036
BB____Cen            1 178.38968258 -62.85219552 296.38473872  -0.71851396  2.835  0.064  -6.3450  0.0404   0.9525  0.0381  0.0858 -13.487  4.085
J115701-6218.7       0 179.25487930 -62.31141669 296.65701812  -0.10449292  7.983  0.199 -14.8653  0.0419  -0.4383  0.0377  0.1624  -5.280  0.220
SV____Cru            1 179.47384358 -62.64612560 296.82550830  -0.41088885  4.159  0.105  -6.4263  0.0440   1.3086  0.0445 -0.0162 -12.656  4.945
TY____Cru            1 181.66763507 -62.59684496 297.80672746  -0.17141606  4.494  0.104  -6.7313  0.0475   0.1676  0.0393 -0.0025 -22.016  5.547
S_____Mus            0 183.19581279 -70.15179512 299.63614879  -7.52778710  0.810  0.032  -8.0158  0.1926  -1.6736  0.1814 -0.0656   4.527  4.996
AD____Cru            1 183.24856594 -62.09682358 298.45057887   0.43996592  2.999  0.076  -5.3499  0.0555   0.4531  0.0511  0.2197 -20.475  0.348
OGLE-GD-CEP-0779     1 185.33778905 -63.18523170 299.54646138  -0.51142023  5.938  0.112  -6.2250  0.0452   0.4406  0.0427  0.1651  -0.016  4.822
T_____Cru            1 185.33793264 -62.28163509 299.44125572   0.38603107  0.777  0.019 -10.8876  0.0411  -0.6475  0.0406  0.1654  -4.735  2.923
FQ____Cru            1 185.66715853 -62.15991269 299.57982889   0.52444715  3.310  0.100  -7.3053  0.0625   0.1648  0.0631  0.2070 -36.987 13.927
VV____Cru            1 185.88240324 -64.47088916 299.92964519  -1.76194706  3.588  0.088  -6.3839  0.0488   0.2854  0.0497  0.2819 -38.803  3.571
R_____Cru            1 185.90694977 -61.62912879 299.63394989   1.06441291  0.875  0.022  -9.4044  0.3369  -0.4304  0.3073  0.2169 -21.885  3.075
J122511-6120.9       1 186.29704782 -61.34817138 299.78973791   1.36332783  2.118  0.065  -6.5546  0.0473   0.0328  0.0458  0.2468 -20.214  2.579
OGLE-GD-CEP-0796     1 187.48634069 -62.44680301 300.44928202   0.32129968  3.561  0.065  -8.4008  0.0460   1.6982  0.0480  0.2848 -51.890  4.028
BG____Cru            1 187.91793472 -59.42394058 300.41625266   3.35122681  0.497  0.023 -12.6888  0.1174  -4.1100  0.1127  0.2337 -22.694  0.914
VW____Cru            1 188.32774811 -63.50636967 300.91185746  -0.70574002  1.344  0.032  -3.8817  0.0572  -1.2890  0.0554  0.3060   7.462  4.585
OGLE-GD-CEP-0800     1 188.36360084 -61.73335416 300.80410981   1.06407553  5.690  0.164  -6.5881  0.1534   0.7242  0.1342  0.3360 -28.213 13.229
VX____Cru            1 188.59724773 -61.23762324 300.88171473   1.56624066  4.481  0.194  -6.0917  0.0619   0.1625  0.0595  0.2980 -31.124  7.896
J123617-6317.6       1 189.07190311 -63.29349496 301.23063743  -0.47180167  3.133  0.057  -3.8318  0.0504  -0.9653  0.0481  0.3210   5.146  5.705
V1253_Cen            0 189.51588979 -38.52350229 300.06279013  24.27372921  9.836  0.373  -3.2700  0.0747   1.5525  0.1294 -0.5055  86.763  7.671
J123907.25-581704.4  1 189.78014170 -58.28456462 301.30855963   4.54835585 11.526  0.376  -5.8075  0.0396   0.2033  0.0406  0.3508  54.823  2.466
OGLE-GD-CEP-0813     1 189.89032935 -62.10801325 301.54330533   0.73171082  3.665  0.077  -6.4301  0.1041   0.2746  0.0995  0.2861 -38.478  4.387
AG____Cru            1 190.35841951 -59.79418624 301.67212743   3.05309040  1.274  0.046  -4.3603  0.0472  -2.0144  0.0506  0.2714  -3.774  3.564
R_____Mus            1 190.52088887 -69.40756376 302.10419075  -6.55084908  0.875  0.030  -4.1799  0.0436  -2.1267  0.0405 -0.0057   2.782  3.108
J124421-6300.8       1 191.08954050 -63.01237781 302.12882362  -0.15166803  3.722  0.094  -6.2985  0.0984  -0.0269  0.0866  0.3658 -13.060  9.431
X_____Cru            1 191.59278020 -59.12472733 302.28053780   3.74061424  1.519  0.044  -5.8205  0.0576  -0.2658  0.0546  0.4544 -31.969  2.960
S_____Cru            1 193.59157736 -58.43063233 303.31634083   4.43893187  0.699  0.026  -9.4803  0.0550  -3.9868  0.0601  0.3219   1.327  2.932
RY____Cru            1 193.61310645 -63.93530401 303.26310228  -1.06549248  3.599  0.153  -6.6207  0.0746  -0.5186  0.0758  0.3346 -37.717  6.780
OGLE-GD-CEP-0853     1 194.75033209 -64.08341529 303.75840707  -1.22380333  5.793  0.143  -6.4557  0.0513  -0.5761  0.0512  0.2335 -28.030  6.217
OGLE-GD-CEP-0858     1 195.15699380 -62.60026347 303.98901290   0.25262241  4.986  0.129  -6.8134  0.1270  -1.0091  0.1274  0.2924  -9.725  6.592
V496__Cen            1 195.79448844 -60.87746849 304.36068756   1.96170859  1.819  0.060  -3.4213  0.0391  -0.7479  0.0496  0.3259 -18.777  5.852
OGLE-GD-CEP-0872     1 196.56080781 -62.94025718 304.61480007  -0.11689439  4.464  0.089  -6.6197  0.1170  -1.1568  0.1317  0.2356 -17.357  3.618
MY____Cen            1 197.76854854 -61.62705271 305.26301672   1.15578866  1.870  0.058  -5.4443  0.0662   0.1623  0.0727  0.3114  -9.440  4.699
V1384_Cen            1 198.50063184 -62.49845363 305.53356310   0.25925798  3.959  0.082  -6.8195  0.0392  -0.8085  0.0461  0.3039 -50.841  2.814
MZ____Cen            1 198.50695985 -64.32487953 305.37647866  -1.56040390  4.068  0.119  -6.0485  0.0433  -0.5735  0.0531  0.3337 -33.198  4.862
V356__Mus            1 199.30730819 -66.08319257 305.54576992  -3.34242260  2.593  0.080  -6.4484  0.0389  -0.5391  0.0393  0.2186 -44.157  3.609
V378__Cen            1 199.74279642 -62.38234508 306.11683194   0.31902043  1.777  0.040  -5.5443  0.0413  -2.3579  0.0487  0.3743 -24.234  2.199
V880__Cen            1 200.59609327 -62.85280196 306.45348635  -0.19284112  5.852  0.138  -6.4916  0.0790  -1.0682  0.0861  0.3874  -8.329 10.456
OGLE-GD-CEP-0913     1 201.38477443 -63.32057059 306.74876164  -0.70181784  5.045  0.129  -7.2062  0.0440  -1.3998  0.0429  0.3641 -39.758  2.623
V881__Cen            1 201.83998065 -63.01964253 306.99309142  -0.43149094  5.099  0.141  -6.8964  0.0559  -1.3035  0.0657  0.4111  -9.924  6.383
V659__Cen            1 202.88915648 -61.58237308 307.68671745   0.91844990  0.782  0.017  -5.9082  0.1641  -1.8342  0.2122  0.3450  -6.967  1.361
V882__Cen            1 203.93118282 -62.66747246 307.99056831  -0.23150314  3.026  0.055  -5.2855  0.0762  -1.3282  0.0878  0.4042 -33.239  3.477
KN____Cen            1 204.15366012 -64.55831567 307.76144233  -2.11101925  3.179  0.107  -6.7001  0.0440  -1.2947  0.0494  0.3374 -37.812 11.418
OGLE-GD-CEP-0939     1 204.95954616 -63.68047433 308.26611424  -1.31111422  3.149  0.072  -5.7301  0.0405  -1.4419  0.0533  0.3108 -65.949  2.372
XX____Cen            0 205.07765392 -57.61318376 309.46234683   4.63757091  1.734  0.056  -4.0197  0.0631  -1.1311  0.0779  0.0169 -27.917  3.437
V1197_Cen            1 205.15813640 -63.37499598 308.41055082  -1.02774139  2.725  0.062  -5.5978  0.0424  -1.6089  0.0498  0.3859 -44.310  4.037
EX____Mus            1 206.85369652 -68.24989569 308.10093974  -5.94171895 17.530  0.730  -3.9791  0.0273  -0.5513  0.0287  0.3717  87.898  7.157
V381__Cen            1 207.68448927 -57.58050958 310.83950633   4.37795435  1.180  0.043  -5.7925  0.0561  -1.7932  0.0538  0.0841 -24.930  2.680
OGLE-GD-CEP-0967     1 211.28961936 -60.47905929 311.89559413   1.10333885  3.264  0.072  -6.5916  0.0577  -2.7476  0.1265  0.1493 -32.700  4.443
OGLE-GD-CEP-0970     1 211.70483106 -61.73143853 311.73169917  -0.15436958  3.444  0.077  -6.1921  0.0603  -2.3315  0.1079  0.6273 -31.358  3.600
J140742-6315.4       1 211.92499956 -63.25433432 311.38865668  -1.64161596  3.600  0.076  -5.4768  0.0397  -2.3119  0.0545  0.4485 -31.174  5.423
OGLE-GD-CEP-0974     1 213.76020250 -62.73593731 312.34046814  -1.40136897  4.180  0.157  -5.6806  0.0552  -2.1121  0.0924  0.5124 -41.200  6.647
